Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results,Violations
1402156,Duran European Sandwiches Cafe,Duran European Sandwiches Cafe,2202881,Restaurant,Risk 1 (High),529 N Milwaukee AVE ,"Chicago,IL,60642",03/20/2014,Canvass Re-inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FACILITY INSTALLED NEW DOOR SWEEP.  FRONT DOOR IS NOW TIGHT FITTING AND RODENT PROOF. VIOLATION ABATED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FOUND RAIL THAT RUNS FROM SUPPORT POST IN CENTER OF KITCHEN TO WALL ABOVE REACH IN COOLER WITH DUST BUILDUP. INSTRUCTED TO CLEAN AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED GAP IN BASEMENT WALL NEAR FRONT OF FACILITY WHERE HOSE ENTERS WALL. INSTRUCTED TO SEAL AND MAINTAIN. OBSERVED GAPS IN BRICK WALL (ON PARKING LOT SIDE) ABOVE TABLE LOCATED NEAR FRONT DOOR. INSTRUCTED TO FILL ALL GAPS AND MAINTAIN. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: FOUND TOILET ROOM DOOR WITH BROKEN SELF CLOSING DEVICE. INSTRUCTED TO REPAIR AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND DUST BUILDUP ON VENTILATION FAN IN BATHROOM. INSTRUCTED TO CLEAN AND MAINTAIN."
1402105,Duran European Sandwiches Cafe,Duran European Sandwiches Cafe,#2202881,Restaurant,Risk 1 (High),529 N Milwaukee AVE ,"Chicago,IL,60642",03/19/2014,Canvass,Fail,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND DUST BUILDUP ON VENTILATION FAN IN BATHROOM. INSTRUCTED TO CLEAN AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED GAP IN BASEMENT WALL NEAR FRONT OF FACILITY WHERE HOSE ENTERS WALL. INSTRUCTED TO SEAL AND MAINTAIN. 
 
OBSERVED GAPS IN BRICK WALL (ON PARKING LOT SIDE) ABOVE TABLE LOCATED NEAR FRONT DOOR. INSTRUCTED TO FILL ALL GAPS AND MAINTAIN. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FOUND FRONT DOOR WITH AN APPROXIMATE 1/4 INCH GAP AT BOTTOM EDGE.  INSTRUCTED FACILITY TO REPAIR SO AS DOOR IS TIGHT FITTING AND RODENT/INSECT PROOF AND TO MAINTAIN. SERIOUS VIOLATION 7-38-020. CITATION ISSUED. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: FOUND TOILET ROOM DOOR WITH BROKEN SELF CLOSING DEVICE. INSTRUCTED TO REPAIR AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FOUND RAIL THAT RUNS FROM SUPPORT POST IN CENTER OF KITCHEN TO WALL ABOVE REACH IN COOLER WITH DUST BUILDUP. INSTRUCTED TO CLEAN AND MAINTAIN."
1402097,RESTAURANT DEPOT/JETRO CASH & CARRY,RESTAURANT DEPOT/JETRO CASH & CARRY,2065181,Wholesale,Risk 3 (Low),1030 W DIVISION ST ,"CCHICAGO,IL,60642",03/19/2014,Complaint Re-inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: PREMISES SERVICED BY ANDERSON PEST CONTROL ON 3-17-14 AND DOORS REPAIRED. | 26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: HOT WATER PROVIDED AT WASHBOWL IN REAR RESTROOM. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: SHELVING CLEANED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS CLEANED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED OPENING IN WALL AND MISSING BASEBOARDS IN MENS RESTROOM IN JETRO AREA. INSTRUCTED MANAGER TO REPAIR THE WALL AND PROVIDE BASEBOARDSS. CLEAN COMPRESSOR UNITS AND FANS IN SEAFOOD AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED NO HOT WATER AT UTILITY SINK UNDER STAIRS. INSTRUCTED MANAGER TO PROVIDE HOT WATER. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED ACCUMULATED DEBRIS THROUGHOUT FACILITY. INSTRUCTED MANAGER TO CLEAN AND REMOVE EXCESS DEBRIS."
1402021,"Payton, Walter (H/S)",WALTER PAYTON COLLEGE PREP,70020,School,Risk 1 (High),1034 N Wells ST ,"CHicago,IL,60610",03/17/2014,Canvass,Pass,
1401702,RESTAURANT DEPOT/JETRO CASH & CARRY,RESTAURANT DEPOT/JETRO CASH & CARRY,2065181,Wholesale,Risk 3 (Low),1030 W DIVISION ST ,"CCHICAGO,IL,60642",03/06/2014,Complaint,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Observed 10 Rat droppings under foam plates and behind charcoal pallets. Observed approximately 30-40 mouse droppings along wall behind pallets in sales area.instructed manager to contact pest control operator and to clean and sanitize all areas. Observed exterior doors not rodent proof at over head receiving door with four inch gap at the bottom of door, exit door near receiving area with quarter inch opening at bottom right corner of door and emergency exit door near food storage bags with a quarter inch opening at the bottom right corner. Instructed manager to seal openings in the doors to prevent pest entry. Serious violation 7-38-020 citation issued. | 26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: Observed no hot water at washbowl in rear restrooms. Instructed to provide hot water for proper handwashing. Serious violation 7-38-030 citation issued. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Observed floor throughout sales area with debris and food splash. Instructed manager to clean and sanitize floors. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Observed shelving with food debris. Instructed manager to clean shelving. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Observed opening in wall and missing baseboards in mens restroom in Jetro area. Instructed manager to repair the wall and provide baseboards.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Observed not hot water at utility sink under the stairs. Instructed manager to provide hot water. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: Observed accumulated debris throughout the facility. Instructed manager to clean and remove all excess debris."
1324915,MCDONALD'S CORPORATION,MCDONALD'S CORPORATION,1243048,Restaurant,Risk 2 (Medium),23 N WESTERN AVE ,"Chicago,IL,60612",02/27/2014,Complaint,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED A LEAK AT THE BOTTOM OF THE 1 COMPARTMENT SINK BY THE ICE MACHINE. MUST REPAIR AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: NOTED MISSING LIGHT SHIELD INSIDE WALK IN COOLER. MUST REPLACE AND MAINTAIN."
1307311,Carson (New),Carson (New),70217,School,Risk 1 (High),2550 W 56th (5600S) ST ,"chicago,IL,60629",02/24/2014,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: THE BULK FOOD CONTAINERS NOT LABELED LOCATED IN THE FOOD STORE ROOM. 
MUST LABEL THEM. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS AND CEILING IN PREP AREA IN NEED OF CLEANING TO REMOVE DUST BUILD UP. MUST CLEAN AND MAINTAIN | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CLUTTERED/ORGANIZED STORAGE ROOMS IN THE STATE PRE-K CLASS ROOM 130, 131, 132.  
INSTD TO REMOVE ANY UNNECESSARY ARTICLES AND CLEAN AND ORGANIZE SO NO INSECT OR RODENT HARBORAGE. 
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  ALL THE CUBBIES IN THE STATE PRE- K CLASS ROOMS 103,132 AND 134  ARE DUSTY. 
INSTRUSTED TO CLEAN AND SANITIZE ALL OF THEM."
1307310,Carson (Old),Carson (Old),22601,School,Risk 1 (High),5516 S Maplewood (2532W) AVE ,"chicago,IL,60629",02.24.2014,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SHELVES IN REACH IN COOLERS ARE RUSTY.  
MUST REPLACE AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS IN STORAGE, TEACHERS LOUNGE AND UNDER 3 COMPARTMENT SINK IN NEED OF CLEANING TO REMOVE ALL DEBRIS.  MUST CORRECT AND MAINTAIN AT ALL TIMES. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments:  LIGHT SHEILD IN PREP AREA IN POOR REPAIR. CRACKED MUST CORRECT AND MAINTAIN. FOUND A LOT OF DEAD FLYES IN THE FIVE LIGHT SHIELDS IN THE 1ST FLOOR GIRLS TOILET ROOM. MUST CLEAN THEM. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: ALL THE BOYS AND GIRLS WASHROOMS HAVE PEELING PAINT ON THE WALLS AND CEILINGS. ALSO CEILING IN SERVING LINE OF CAFETERIA IN NEED OF SCRAPING TO REMOVE PEELING PAINT. MUST CORRECT AND MAINTAIN AT ALL TIMES. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: ALL THREE FAUCETS AT THE 3-COMPARTMENT HAS DRIPPY WATER WHEN THE WATER IS OFF. AND THE MIDDLE FAUCET SPRAYS WATER ALL OVER WHEN THE FAUCET IN ON. MUST REPAIR OR REPLACE THE FAUCETS.  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: LARGE AMOUNT OF CLUTTER AND OLD UNUSED EQUIPMENT (OLD COMPUTERS,MODEMS, DESKS AND CHAIRS)ECT. 
MUST REMOVE ALL AND CLEAN AND ORGNIZE SO NO INSECT OR RODENT HARBORAGE."
1396156,THINK SIMPLE FOODS,,2308286,Restaurant,Risk 2 (Medium),141 W CHICAGO AVE ,",IL,",02/11/2014,License Re-inspection,Pass,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: PREMISES HAS INSTALLED A PROTECTIVE SHIELD AT THE FRONT COUNTER BETWEEN FOOD PREP AREA AND CUSTOMERS."
1107057,"DOLLAR TREE STORE, INC.",,1954150,Grocery Store,Risk 3 (Low),5235-5237 N BROARDWAY ,",IL,",02/10/2014,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR THROUGHOUT THE SELLING AREA NOT CLEANABLE,CARPET IS SOILED, STAINED AND ABSORBENT. SURFACE MUST BE SMOOTH,CLEANABLE AND NON-ABSORBENT  MATERIAL,"
1307294,KING'S CHOP SUEY,KING'S CHOP SUEY,#2055457,Restaurant,Risk 1 (High),4635 W 63RD ST ,"chicago,IL,60629",02/07/2014,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: THE FOOD CONTAINERS NOT LABELED IN THE PREP AREA AND FOOD CONTAINERS IN THE WALKIN COOLER AND LABELED OR DATED.  
INSTRUCTED TO LABEL BULK FOOD CONTAINERS AND LABEL AND DATE FOOD CONTAINERS IN THE REACHIN COOLER. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: IMPROPER STOPPERS FOR 3-COMPARTMENT SINK. INSTD TO PROVIDE PROPER STOPPERS. GROCERY BAGS BEING USED FOR FOOD STORAGE. INSTD TO PROVIDE PROPER FOOD STORAGE CONTAINERS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN EXTERIOR OF ALL REACH IN COOLERS, COOKING EQUIPMENT AND PREP TABLES. MUST CLEAN AND MAINTAIN AT ALL TIMES.  
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR UNDER AND BEHIND HEAVY EQUIPMENT (WOK STATIONS, COOLERS, FRYERS) NOT CLEAN EXCESSIVE GREASE/DEBRIS. INSTD TO CLEAN AND MAINTAIN THEM. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN THE WALL BEHIND THE COOKING EQUIPMENT HAS SPLASHED ON FOOD DEBRIS ON IT."
1396011,THINK SIMPLE FOODS,,2308286,Restaurant,Risk 2 (Medium),141 W CHICAGO AVE ,",IL,",02/06/2014,License,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: NOTED ESPRESSO MACHINE AT THE FRONT COUNTER WITH CLOSE CONTACT TO CUSTOMERS.OWNER STATES THAT THEY INTEND TO ALSO SERVE TEAS ON THE SAME COUNTER TOP. INSTRUCTED TO PROVIDE A PROTECTIVE BARRIER BETWEEN THE FOOD MACHINES AND CUSTOMERS. 
NO CITATION ISSUED."
1228457,South Loop Elementary,South Loop Elementary,1745,School,Risk 1 (High),1212 S Plymouth CT ,"Chicago,IL,60605",02/06/2014,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NEW RUBBER GASKETS NEEDED AT REACH IN COOLER. WORN, TORN. 
MUST REPLACE AND MAINTAIN. 
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN ALL BUILD UP FOOD DEBRIS FROM RUBBER GASKETS. 
CLEAN AND MAINTAIN  AT ALL TIMES. 
 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ALL UNNECESSARY CLUTTER UNUSED LARGE UTENSILS THAT ARE RUSTY MUST BE REMOVED. 
MUST CORRECT AND MAINTAIN AT ALL TIMES. 
"
1395783,STEVE'S 77 ICE CREAM,STEVE'S 77 ICE CREAM,2211452,MOBILE FROZEN DESSERTS VENDOR,Risk 3 (Low),5350 W 38TH ST ,"CICERO,IL,60804",01/28/2014,License,Fail,
1307263,EBERHART ELEMENTARY SCHOOL,EBERHART ELEMENTARY SCHOOL,23041,School,Risk 1 (High),3400 W 65th PL ,"chicago,IL,60629",01/13/2014,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND WORN CAULKING WITH BLACK SUBSTANCE AT BASE OF 3-COMPARTMENT SINK AND WALL. INSTD TO REPLACE 1T.  
BROKEN LID ON DRY STORAGE BIN LOCATED IN THE FOOD STORE ROOM . REPLACE THE LID. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: THE HOOD ABOVE THE COOKING EQUIPMENT NOT CLEAN. INSTRUCTED TO CLEAN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: THE OLD SCHOOL BUILDING HAS PEELING PAINT ON THE CEILINGS AND CEILING VENTS IN THE BOYS AND GIRLS TOILET LOWER LEVEL. INSTRUCTED TO REMOVE THE PEELING PAINT AND PAINT THEM. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOOR IN THE BOILER ROOM AND BASEMENT. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CLUTTER IN BASEMENT AND SOME IN BOILER ROOM LOCATED IN THE OLD BUILDING.   
INSTRUCTED TO CLEAN AND ORGANIZE SO NO INSECT OR RODENT HARBORAGE. 
"
1395333,Kendall College,The Daily Grind,2298546,Restaurant,Risk 2 (Medium),900 N NORTH BRANCH ST ,"Chicago,IL,60642",01/09/2014,License,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INSTALL AN ATTACHED METAL DRAINBOARD ON 3-COMPARTMENT SINK. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: INSTALL SHATTERPROOF BULBS IN PREP AREA."
1383303,Kendall College,The Daily Grind,2298546,Restaurant,Risk 2 (Medium),900 N NORTH BRANCH ST ,"Chicago,IL,60642",12/10/2013,License,Fail,
1345711,STARBUCKS COOFEE #279,STARBUCKS COFFEE,23077,Restaurant,Risk 2 (Medium),202 N Michigan AVE ,"Chicago,IL,60601",12/04/2013,Canvass,Out of Business,
1345669,STARBUCKS COOFEE #279,STARBUCKS COFFEE,23077,Restaurant,Risk 2 (Medium),202 N Michigan AVE ,"Chicago,IL,60601",11/15/2013,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN INTERIOR BOTTOM SHELF OF 2DR REFRIGERATOR TO REMOVE SPILLED MILK. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST ELEVATE STAFF BELONGINGS 6 INCHES OFF THE FLOOR AT ALL TIMES AS WELL AS COFFEE PRODUCTS AND OTHER BOXES. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOORS UNDER ALL CABINETS AT THE FRONT COFFEE SERVICE STATION TO REMOVE SPILL, COFFEE BEANS AND COFFEE GROUNDS."
1375467,TIPSY CAKES AND MORE,TIPSY CAKES AND MORE,2293937,Restaurant,Risk 2 (Medium),1944 N DAMEN AVE ,"chicago,IL,60647",11/15/2013,License Re-inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: DOOR NOW SEALED AND LOG BOOK ON SITE, VIOLATION NOW CORRECTED AND ABATED, | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VIOLATION NOW CORRECTED AND ABATED,"
1375435,N AND A FOOD MART INC,,1980101,Grocery Store,Risk 3 (Low),433 E 79TH STREET ,",IL,",11/14/2013,Canvass,Out of Business,
1228307,MCCORNICK PLACE,WEST WAREHOUSE / WBI - 122,1932251,Restaurant,Risk 1 (High),2301 S INDIANA ,",IL,",11/14/2013,Canvass,Out of Business,
1228306,MCCORMICK PLACE,KIOSK HOLDING UNIT AREA,1932251,Restaurant,Risk 1 (High),2301 S INDIANA AVE. ,",IL,",11/14/2013,Canvass,Out of Business,
1296685,Bradwell School of Excellence,Myra Bradwell Math Science and Technology Academy,22291,School,Risk 1 (High),7736 S Burnham (2800E) ,"chicago,IL,60649",11/14/2013,Canvass Re-inspection,Pass,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ALL STORAGE AREAS NOW ORGANIZED. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED NO RODENT DROPPINGS AT THIS TIME.DOOR REPAIRED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST STILL CLEAN FLOORS IN TEACHERS LOUNGE AND MDF ROOM"
1296684,ATTOCK SUBMARINE,ATTOCK SUBMARINE,2162440,Restaurant,Risk 2 (Medium),3006 E 92ND ST ,"Chicago,IL,60617",11/13/2013,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: REAR PREP TABLE NOT CLEAN OLD FOOD AND DEBRIS.MUST CLEAN/MAINTAIN | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: UPPER WALL AT 3-COMP SINK NOT CLEAN.MUST CLEAN/MAINTAIN. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: NO METAL STEM LONG STEM THERMOMETER FOR FOOD HANDLER TO MONITOR TEMPERATURES.MUST PROVIDE"
1375291,TIPSY CAKES AND MORE,TIPSY CAKES AND MORE,2293937,Restaurant,Risk 2 (Medium),1944 N DAMEN AVE ,"chicago,IL,60647",11/08/2013,License,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: NO PEST CONTROL LOG BOOK ON SITE WITH UP TO DATE PEST CONTROL REPORTS, AND ALL NECESSARY DOCUMENTS THATS NEEDED INSIDE LOG BOOK, BUSINESS LICENSE, CHEMICALS USED, MAP, ETC., AND FRONT DOOR NOT RODENT PROOF, INSTRUCTED TO SEAL PROPERLY, TO PREVENT RODENT ENTRY, 
 
SERIOUS CITATION ISSUED: 7-38-020 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST PROVIDE THREE SINK STOPPERS FOR THREE COMPARTMENT SINK ,"
1375290,TIPSYCAKE,TIPSYCAKE,2107949,Bakery,Risk 2 (Medium),1944 N DAMEN AVE ,"chicago,IL,60647",11/08/2013,Canvass,Out of Business,
1296670,Bradwell School of Excellence,Myra Bradwell Math Science and Technology Academy,22291,School,Risk 1 (High),7736 S Burnham (2800E) ,"chicago,IL,60649",11/05/2013,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED EVIDENCE OF IMPROPER PEST CONTROL ON PREMISES.RODENT MICE DROPPINGS ON PREMISES IN THE FOLLOWING AREAS: 142 RODENT MICE DROPPINGS,IN  TEACHERS LOUNGE ON FLOORS AROUND WATER BOTTLES,COOLER,BASEMENT STORAGE AREAS,, ON STORAGE PALLETS WHERE SEVERAL RUGS ARE STORED ON FLOOR,AIR ROOM,LAUNDRY ROOM AROUND DRYERS,ENGINEER EMPLOYEE BRAKE ROOM ON TABLE OF SMALL REFGERATOR,AND FLOOR AREA UNDERNEATH,AROUND  CLUTTER OF STORAGE BOXES ON FLOORS.ALSO OBSERVED  UNUSED VENT FILLED WTH RODENT DROPPINGS ,AND TWO  BASEMENT DOORS NOT RODENT PROOFED AT BOOTOM AREAS APPROX 1/4 INCH.MUST REPAIR DOORS AND,  CLEAN/SANITIZE ALL AREAS.CONTACT PEST CONTROL FOR SERVICE. 
SERIOUS CITATION ISSUED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED OPENINGS OF CRACKED FLOOR IN AIR ROOM IN BASEMENT,AND FLOORS NOT CLEAN OF DEBRIS IN MDF ROOM,TEACHER SUPPLY ROOM IN BASEMENT.MUST  SEAL,REPAIR FLOOR AND,CLEAN/MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED SEVERAL STORAGE AREAS THAT ARE POTENTIAL FOR PEST HARBORAGE AREAS: GYM SUPPLY ROOM,TEACHERS SUPPLY ROOM IN BASEMENT,EMPLYEE BRAKE ROOM,AND THRU OUT ALL STORAGE AREAS THAT ARE CLUTTERED AND UNORGANIZED WITH EXCESSIVE STORAGE ON FLLORS,ON WALLS.MUST REMOVE DISCARD ANYTHING NOT USING AND PROPERLY ORGANIZE ALL STORAGE OFF FLOORS ON SHELING,ETC."
